food_code,category
32130640,Eggs and omelets
32130650,Eggs and omelets
32130660,Eggs and omelets
32130670,Eggs and omelets
32130680,Eggs and omelets
32130690,Eggs and omelets
32130700,Eggs and omelets
32130710,Eggs and omelets
32130800,Eggs and omelets
32130810,Eggs and omelets
32130820,Eggs and omelets
32130830,Eggs and omelets
32130840,Eggs and omelets
32130850,Eggs and omelets
32130860,Eggs and omelets
32130870,Eggs and omelets
32130880,Eggs and omelets
32130890,Eggs and omelets
32130900,Eggs and omelets
32130910,Eggs and omelets
32131000,Eggs and omelets
32131010,Eggs and omelets
32131020,Eggs and omelets
32131030,Eggs and omelets
32131040,Eggs and omelets
32131050,Eggs and omelets
32131060,Eggs and omelets
32131070,Eggs and omelets
32131080,Eggs and omelets
32131090,Eggs and omelets
32131100,Eggs and omelets
32131110,Eggs and omelets
32131200,Eggs and omelets
32131210,Eggs and omelets
32131220,Eggs and omelets
32203010,Egg/breakfast sandwiches
32203020,Egg/breakfast sandwiches
32300100,Ramen and Asian broth-based soups
32400055,Eggs and omelets
32400060,Eggs and omelets
32400065,Eggs and omelets
32400070,Eggs and omelets
32400075,Eggs and omelets
32400078,Eggs and omelets
32400080,Eggs and omelets
32400100,Eggs and omelets
32400200,Eggs and omelets
32400300,Eggs and omelets
32400400,Eggs and omelets
32400500,Eggs and omelets
32400600,Eggs and omelets
32400700,Eggs and omelets
32401000,Pudding
33001010,Eggs and omelets
33001050,Eggs and omelets
33401000,Eggs and omelets
33401100,Eggs and omelets
33401200,Eggs and omelets
33401300,Eggs and omelets
33401400,Eggs and omelets
33401500,Eggs and omelets
33401600,Eggs and omelets
34001100,Egg/breakfast sandwiches
34001110,Egg/breakfast sandwiches
34001120,Egg/breakfast sandwiches
34001130,Egg/breakfast sandwiches
34001200,Egg/breakfast sandwiches
34001210,Egg/breakfast sandwiches
34001220,Egg/breakfast sandwiches
34001230,Egg/breakfast sandwiches
34001300,Egg/breakfast sandwiches
34001310,Egg/breakfast sandwiches
34001320,Egg/breakfast sandwiches
34001330,Egg/breakfast sandwiches
34001400,Egg/breakfast sandwiches
34001410,Egg/breakfast sandwiches
34001420,Egg/breakfast sandwiches
34001430,Egg/breakfast sandwiches
34001500,Egg/breakfast sandwiches
34001510,Egg/breakfast sandwiches
34001520,Egg/breakfast sandwiches
34001530,Egg/breakfast sandwiches
34001540,Egg/breakfast sandwiches
34001600,Egg/breakfast sandwiches
34001610,Egg/breakfast sandwiches
34001620,Egg/breakfast sandwiches
34001630,Egg/breakfast sandwiches
34001700,Egg/breakfast sandwiches
34001710,Egg/breakfast sandwiches
34002000,Egg/breakfast sandwiches
34002010,Egg/breakfast sandwiches
34002020,Egg/breakfast sandwiches
34002110,Egg/breakfast sandwiches
34002120,Egg/breakfast sandwiches
34002130,Egg/breakfast sandwiches
34002140,Egg/breakfast sandwiches
34002150,Egg/breakfast sandwiches
34002160,Egg/breakfast sandwiches
34003100,Egg/breakfast sandwiches
34003120,Egg/breakfast sandwiches
34003130,Egg/breakfast sandwiches
34003140,Egg/breakfast sandwiches
41100990,"Beans, peas, legumes"
41101010,"Beans, peas, legumes"
41101020,"Beans, peas, legumes"
41101060,"Beans, peas, legumes"
41101070,"Beans, peas, legumes"
41101080,"Beans, peas, legumes"
41101090,"Beans, peas, legumes"
41101110,"Beans, peas, legumes"
41101120,"Beans, peas, legumes"
41101140,"Beans, peas, legumes"
41101180,"Beans, peas, legumes"
41101210,"Beans, peas, legumes"
41101990,"Beans, peas, legumes"
41102010,"Beans, peas, legumes"
41102020,"Beans, peas, legumes"
41102040,"Beans, peas, legumes"
41102080,"Beans, peas, legumes"
41102110,"Beans, peas, legumes"
41102150,"Beans, peas, legumes"
41102170,"Beans, peas, legumes"
41102210,"Beans, peas, legumes"
41102990,"Beans, peas, legumes"
41103010,"Beans, peas, legumes"
41103070,"Beans, peas, legumes"
41103990,"Beans, peas, legumes"
41104010,"Beans, peas, legumes"
41104020,"Beans, peas, legumes"
41104040,"Beans, peas, legumes"
41104080,"Beans, peas, legumes"
41104110,"Beans, peas, legumes"
41104200,"Beans, peas, legumes"
41104250,"Beans, peas, legumes"
41105990,"Beans, peas, legumes"
41106010,"Beans, peas, legumes"
41106020,"Beans, peas, legumes"
41106040,"Beans, peas, legumes"
41106080,"Beans, peas, legumes"
41106110,"Beans, peas, legumes"
41106150,"Beans, peas, legumes"
41106170,"Beans, peas, legumes"
41106510,"Beans, peas, legumes"
41107010,"Beans, peas, legumes"
41108010,"Beans, peas, legumes"
41201010,"Beans, peas, legumes"
41201020,"Beans, peas, legumes"
41201050,"Beans, peas, legumes"
41202505,"Beans, peas, legumes"
41202510,"Beans, peas, legumes"
41203030,"Bean, pea, legume dishes"
41205010,"Beans, peas, legumes"
41205017,"Beans, peas, legumes"
41205030,"Beans, peas, legumes"
41205040,"Beans, peas, legumes"
41205050,"Dips, gravies, other sauces"
41205055,"Dips, gravies, other sauces"
41205070,"Dips, gravies, other sauces"
41205075,"Dips, gravies, other sauces"
41205100,"Dips, gravies, other sauces"
41206030,"Beans, peas, legumes"
41208030,"Beans, peas, legumes"
41208100,"Beans, peas, legumes"
41209000,"Bean, pea, legume dishes"
41210000,"Bean, pea, legume dishes"
41221000,"Beans, peas, legumes"
41221020,"Bean, pea, legume dishes"
41300990,"Beans, peas, legumes"
41301010,"Beans, peas, legumes"
41301990,"Beans, peas, legumes"
41302010,"Beans, peas, legumes"
41302020,"Beans, peas, legumes"
41302040,"Beans, peas, legumes"
41302080,"Beans, peas, legumes"
41302110,"Beans, peas, legumes"
41303000,"Beans, peas, legumes"
41303010,"Beans, peas, legumes"
41304000,"Beans, peas, legumes"
41304970,"Beans, peas, legumes"
41304990,"Beans, peas, legumes"
41305000,"Beans, peas, legumes"
41305020,"Beans, peas, legumes"
41305050,"Beans, peas, legumes"
41310900,"Tortilla, corn, other chips"
41311000,"Beans, peas, legumes"
41311020,Vegetable dishes
41311030,"Bean, pea, legume dishes"
41311040,"Bean, pea, legume dishes"
41410010,"Beans, peas, legumes"
41410015,"Tortilla, corn, other chips"
41420010,Soy and meat-alternative products
41420020,"Beans, peas, legumes"
41420050,Soy and meat-alternative products
41420100,Soy-based condiments
41420110,Soy-based condiments
41420200,Soy-based condiments
41420250,Soy-based condiments
41420300,Soy-based condiments
41420350,Soy-based condiments
41420380,Plant-based yogurt
41420400,Soy-based condiments
41420410,Soy-based condiments
41420450,Mustard and other condiments
41421010,Soy and meat-alternative products
41421020,Soy and meat-alternative products
41425010,Soy and meat-alternative products
41440000,Soy and meat-alternative products
41480020,Soy and meat-alternative products
41601010,"Soups, broth-based"
41601030,"Soups, broth-based"
41601070,Ramen and Asian broth-based soups
41601160,"Soups, broth-based"
41601180,"Soups, broth-based"
41602030,"Soups, broth-based"
41602050,"Soups, broth-based"
41603000,"Soups, broth-based"
41603005,"Soups, broth-based"
41603010,"Soups, broth-based"
41603020,"Soups, broth-based"
41603030,"Soups, broth-based"
41810200,Soy and meat-alternative products
41810250,Bacon
41810400,Soy and meat-alternative products
41810600,Soy and meat-alternative products
41810610,Soy and meat-alternative products
41811400,Soy and meat-alternative products
41811600,Soy and meat-alternative products
41811800,Soy and meat-alternative products
41811890,Soy and meat-alternative products
41811950,"Bean, pea, legume dishes"
41812400,"Bean, pea, legume dishes"
41812500,Stir-fry and soy-based sauce mixtures
41812510,Stir-fry and soy-based sauce mixtures
41812600,Soy and meat-alternative products
41812800,Vegetable dishes
41812850,"Bean, pea, legume dishes"
41901010,Vegetable sandwiches/burgers
41901020,Vegetable sandwiches/burgers
41901030,Vegetable sandwiches/burgers
42100050,Nuts and seeds
42100100,Nuts and seeds
42101000,Nuts and seeds
42101110,Nuts and seeds
42101120,Nuts and seeds
42101130,Nuts and seeds
42101300,Nuts and seeds
42101350,Nuts and seeds
42102000,Nuts and seeds
42104000,Nuts and seeds
42104050,Nuts and seeds
42104100,Nuts and seeds
42104105,Nuts and seeds
42104110,Nuts and seeds
42104500,Nuts and seeds
42105000,Nuts and seeds
42106000,Nuts and seeds
42106020,Nuts and seeds
42107000,Nuts and seeds
42109100,Nuts and seeds
42110000,Nuts and seeds
42110050,Nuts and seeds
42110100,Nuts and seeds
42110110,Nuts and seeds
42110120,Nuts and seeds
42110150,Nuts and seeds
42110160,Nuts and seeds
42110300,Nuts and seeds
42111000,Nuts and seeds
42111030,Nuts and seeds
42111040,Nuts and seeds
42111100,Nuts and seeds
42111110,Nuts and seeds
42111200,Nuts and seeds
42111205,Nuts and seeds
42111210,Nuts and seeds
42111500,Nuts and seeds
42112000,Nuts and seeds
42112100,Nuts and seeds
42112200,Nuts and seeds
42112210,Nuts and seeds
42112300,Nuts and seeds
42113000,Nuts and seeds
42114130,Nuts and seeds
42114140,Nuts and seeds
42114142,Nuts and seeds
42114145,Nuts and seeds
42116000,Nuts and seeds
42116100,Nuts and seeds
42200500,Nuts and seeds
42200510,Nuts and seeds
42200600,Nuts and seeds
42201000,Nuts and seeds
42202000,Nuts and seeds
42202010,Nuts and seeds
42202100,Nuts and seeds
42202130,Nuts and seeds
42202150,Nuts and seeds
42202200,Nuts and seeds
42203000,Nuts and seeds
42203100,Nuts and seeds
42203200,Soy and meat-alternative products
42204050,"Dips, gravies, other sauces"
42204060,"Soups, cream-based"
42204100,"Dips, gravies, other sauces"
42301010,Peanut butter and jelly sandwiches
42301015,Peanut butter and jelly sandwiches
42301020,Peanut butter and jelly sandwiches
42301115,Peanut butter and jelly sandwiches
42301120,Peanut butter and jelly sandwiches
42302010,Peanut butter and jelly sandwiches
42302015,Peanut butter and jelly sandwiches
42302020,Peanut butter and jelly sandwiches
42302055,Peanut butter and jelly sandwiches
42302060,Peanut butter and jelly sandwiches
42302105,Peanut butter and jelly sandwiches
42302110,Peanut butter and jelly sandwiches
42303100,Peanut butter and jelly sandwiches
42304010,Peanut butter and jelly sandwiches
42304020,Peanut butter and jelly sandwiches
42304030,Peanut butter and jelly sandwiches
42304040,Peanut butter and jelly sandwiches
42305010,Peanut butter and jelly sandwiches
42305020,Peanut butter and jelly sandwiches
42401010,Plant-based milk
42401100,Plant-based yogurt
42401200,Plant-based yogurt
42402010,Plant-based milk
42403010,Fruit drinks
42404010,Fruit drinks
42500000,Nuts and seeds
42500100,Nuts and seeds
42501000,Nuts and seeds
42501500,Nuts and seeds
42502100,Nuts and seeds
43101050,Nuts and seeds
43101100,Nuts and seeds
43101150,Nuts and seeds
43102000,Nuts and seeds
43102100,Nuts and seeds
43102300,Nuts and seeds
43102400,Nuts and seeds
43103000,Nuts and seeds
43103300,Nuts and seeds
43104000,Nuts and seeds
43107000,Nuts and seeds
43108010,Nuts and seeds
51000100,Yeast breads
51000110,Yeast breads
51000180,Yeast breads
51000190,Yeast breads
51000200,Rolls and buns
51000300,Rolls and buns
51000400,Rolls and buns
51101000,Yeast breads
51101010,Yeast breads
51101050,Yeast breads
51101060,Yeast breads
51102010,Yeast breads
51102020,Yeast breads
51105010,Yeast breads
51105040,Yeast breads
51106010,Yeast breads
51106020,Yeast breads
51106200,Yeast breads
51106210,Yeast breads
51107010,Yeast breads
51107040,Yeast breads
51108010,Yeast breads
51108100,Yeast breads
51109010,Yeast breads
51109040,Yeast breads
51109100,Yeast breads
51109150,Yeast breads
51111010,Yeast breads
51111040,Yeast breads
51113010,Yeast breads
51113100,Yeast breads
51115010,Yeast breads
51115020,Yeast breads
51119010,Yeast breads
51119040,Yeast breads
51121015,Yeast breads
51121025,Yeast breads
51121035,Yeast breads
51121045,Yeast breads
51121055,Yeast breads
51121065,Yeast breads
51121075,Yeast breads
51121110,Yeast breads
51121120,Yeast breads
51122000,Yeast breads
51122010,Yeast breads
51122100,Yeast breads
51122110,Yeast breads
51122300,Yeast breads
51122310,Yeast breads
51123020,Yeast breads
51127010,Yeast breads
51127020,Yeast breads
51129010,Yeast breads
51129020,Yeast breads
51133010,Yeast breads
51133020,Yeast breads
51134000,Yeast breads
51134010,Yeast breads
51135000,Yeast breads
51135010,Yeast breads
51136000,Vegetable sandwiches/burgers
51140100,Yeast breads
51150000,Rolls and buns
51153000,Rolls and buns
51154010,Rolls and buns
51154100,Rolls and buns
51154510,Rolls and buns
51154550,Rolls and buns
51154600,Rolls and buns
51155000,Rolls and buns
51156500,Rolls and buns
51157000,Rolls and buns
51158100,Rolls and buns
51159000,Rolls and buns
51160000,"Doughnuts, sweet rolls, pastries"
51160100,"Doughnuts, sweet rolls, pastries"
51160110,"Doughnuts, sweet rolls, pastries"
51160200,"Doughnuts, sweet rolls, pastries"
51161000,"Doughnuts, sweet rolls, pastries"
51161020,"Doughnuts, sweet rolls, pastries"
51161030,"Doughnuts, sweet rolls, pastries"
51161050,"Doughnuts, sweet rolls, pastries"
51161250,"Doughnuts, sweet rolls, pastries"
51161270,"Doughnuts, sweet rolls, pastries"
51161280,"Doughnuts, sweet rolls, pastries"
51165000,"Doughnuts, sweet rolls, pastries"
51166000,"Doughnuts, sweet rolls, pastries"
51166100,"Doughnuts, sweet rolls, pastries"
51166200,"Doughnuts, sweet rolls, pastries"
51166500,"Doughnuts, sweet rolls, pastries"
51167000,"Doughnuts, sweet rolls, pastries"
51168000,"Doughnuts, sweet rolls, pastries"
51180010,Bagels and English muffins
51180030,Bagels and English muffins
51180080,Bagels and English muffins
51182010,Turnovers and other grain-based items
51182020,Turnovers and other grain-based items
51183990,Rolls and buns
51184000,"Crackers, excludes saltines"
51184100,"Crackers, excludes saltines"
51184200,Rolls and buns
51184210,Rolls and buns
51184220,Rolls and buns
51184230,Rolls and buns
51184260,Rolls and buns
51185000,"Crackers, excludes saltines"
51186010,Bagels and English muffins
51186100,Bagels and English muffins
51186130,Bagels and English muffins
51186160,Bagels and English muffins
51187000,"Crackers, excludes saltines"
51187020,Cookies and brownies
51188100,"Doughnuts, sweet rolls, pastries"
51188500,"Crackers, excludes saltines"
51300050,Yeast breads
51300060,Yeast breads
51300100,Bagels and English muffins
51300110,Yeast breads
51300120,Yeast breads
51300140,Yeast breads
51300150,Yeast breads
51300175,Yeast breads
51300180,Yeast breads
51300185,Yeast breads
51300210,Yeast breads
51300220,Yeast breads
51300300,Yeast breads
51300310,Yeast breads
51301010,Yeast breads
51301020,Yeast breads
51301040,Yeast breads
51301050,Yeast breads
51301120,Yeast breads
51301130,Yeast breads
51301510,Yeast breads
51301520,Yeast breads
51301540,Yeast breads
51301550,Yeast breads
51301600,Yeast breads
51301620,Yeast breads
51301700,Bagels and English muffins
51301750,Bagels and English muffins
51301800,Bagels and English muffins
51301805,Bagels and English muffins
51301820,Bagels and English muffins
51301900,Bagels and English muffins
51302500,Bagels and English muffins
51302520,Bagels and English muffins
51303010,Bagels and English muffins
51303030,Bagels and English muffins
51303050,Bagels and English muffins
51303070,Bagels and English muffins
51303100,Bagels and English muffins
51306000,"Crackers, excludes saltines"
51320010,Rolls and buns
51320060,Rolls and buns
51320070,Rolls and buns
51320500,Rolls and buns
51320550,Rolls and buns
51320560,Rolls and buns
51320700,Rolls and buns
51320710,Rolls and buns
51320720,Rolls and buns
51401010,Yeast breads
51401020,Yeast breads
51401030,Yeast breads
51401040,Yeast breads
51401200,Bagels and English muffins
51404010,Yeast breads
51404020,Yeast breads
51404500,Bagels and English muffins
51404550,Bagels and English muffins
51407010,Yeast breads
51407020,Yeast breads
51420000,Rolls and buns
51421000,Rolls and buns
51501010,Yeast breads
51501020,Yeast breads
51501040,Yeast breads
51501050,Yeast breads
51501080,Bagels and English muffins
51502010,Rolls and buns
51503000,Bagels and English muffins
51503040,Bagels and English muffins
51601010,Yeast breads
51601020,Yeast breads
51601210,Yeast breads
51601220,Yeast breads
51602010,Yeast breads
51602020,Yeast breads
51620000,Rolls and buns
51620020,Rolls and buns
51620030,Rolls and buns
51630000,Bagels and English muffins
51630100,Bagels and English muffins
51630200,Bagels and English muffins
51801010,Yeast breads
51801020,Yeast breads
51804010,Yeast breads
51804020,Yeast breads
51805010,Yeast breads
51805020,Yeast breads
51806010,Yeast breads
51806020,Yeast breads
51807000,Yeast breads
51808000,Yeast breads
51808010,Yeast breads
51808050,"Crackers, excludes saltines"
51808100,Rolls and buns
52101000,"Biscuits, muffins, quick breads"
52102040,"Biscuits, muffins, quick breads"
52103000,"Biscuits, muffins, quick breads"
52104010,"Biscuits, muffins, quick breads"
52104040,"Biscuits, muffins, quick breads"
52104100,"Biscuits, muffins, quick breads"
52104200,"Biscuits, muffins, quick breads"
52105100,"Biscuits, muffins, quick breads"
52105200,"Biscuits, muffins, quick breads"
52201000,"Biscuits, muffins, quick breads"
52202060,"Biscuits, muffins, quick breads"
52204000,Turnovers and other grain-based items
52206010,"Biscuits, muffins, quick breads"
52206060,"Biscuits, muffins, quick breads"
52207010,"Biscuits, muffins, quick breads"
52208010,"Biscuits, muffins, quick breads"
52208020,"Biscuits, muffins, quick breads"
52208760,Tortillas
52209010,"Biscuits, muffins, quick breads"
52211010,"Biscuits, muffins, quick breads"
52213010,"Biscuits, muffins, quick breads"
52215000,Tortillas
52215100,Tortillas
52215200,Tortillas
52215260,Tortillas
52215300,Tortillas
52215350,Tortillas
52220110,"Biscuits, muffins, quick breads"
52301000,"Biscuits, muffins, quick breads"
52302010,"Biscuits, muffins, quick breads"
52302020,"Biscuits, muffins, quick breads"
52302500,"Biscuits, muffins, quick breads"
52302600,"Biscuits, muffins, quick breads"
52303010,"Biscuits, muffins, quick breads"
52303500,"Biscuits, muffins, quick breads"
52304000,"Biscuits, muffins, quick breads"
52304010,"Biscuits, muffins, quick breads"
52304040,"Biscuits, muffins, quick breads"
52304100,"Biscuits, muffins, quick breads"
52304150,"Biscuits, muffins, quick breads"
52306010,"Biscuits, muffins, quick breads"
52306300,"Biscuits, muffins, quick breads"
52306500,"Biscuits, muffins, quick breads"
52306550,"Biscuits, muffins, quick breads"
52306700,"Biscuits, muffins, quick breads"
52311010,"Biscuits, muffins, quick breads"
52401000,"Biscuits, muffins, quick breads"
52403000,"Biscuits, muffins, quick breads"
52404060,"Biscuits, muffins, quick breads"
52405010,"Biscuits, muffins, quick breads"
52407000,"Biscuits, muffins, quick breads"
52408000,"Biscuits, muffins, quick breads"
53100100,Cakes and pies
53101100,Cakes and pies
53102200,Cakes and pies
53102700,Cakes and pies
53102800,Cakes and pies
53103000,Cakes and pies
53104260,Cakes and pies
53104400,Cakes and pies
53104500,Cakes and pies
53104550,Cakes and pies
53104600,Cakes and pies
53105262,Cakes and pies
53105264,Cakes and pies
53105270,Cakes and pies
53105272,Cakes and pies
53105275,Cakes and pies
53105300,Cakes and pies
53105310,Cakes and pies
53105396,Cakes and pies
53106500,Cakes and pies
53108200,Cakes and pies
53109200,Cakes and pies
53110000,Cakes and pies
53111000,Cakes and pies
53112100,Cakes and pies
53113000,Cakes and pies
53114100,Cakes and pies
53115200,Cakes and pies
53115450,Cakes and pies
53116000,Cakes and pies
53116510,Cakes and pies
53116520,Cakes and pies
53117200,Cakes and pies
53118100,Cakes and pies
53118110,Cakes and pies
53118500,Cakes and pies
53118550,Cakes and pies
53119000,Cakes and pies
53120270,Cakes and pies
53120272,Cakes and pies
53121270,Cakes and pies
53121272,Cakes and pies
53121275,Cakes and pies
53123070,Cakes and pies
53124110,Cakes and pies
53200100,Cookies and brownies
53201000,Cookies and brownies
53202000,Cookies and brownies
53203000,Cookies and brownies
53203500,Cookies and brownies
53204000,Cookies and brownies
53204010,Cookies and brownies
53204100,Cookies and brownies
53204840,Cookies and brownies
53205250,Cookies and brownies
53205260,Cookies and brownies
53206000,Cookies and brownies
53206020,Cookies and brownies
53206030,Cookies and brownies
53206100,Cookies and brownies
53206500,Cookies and brownies
53206550,Cookies and brownies
53207000,Cookies and brownies
53208000,Cookies and brownies
53208200,Cookies and brownies
53209005,Cookies and brownies
53209010,Cookies and brownies
53209015,Cookies and brownies
53209020,Cookies and brownies
53209100,Cookies and brownies
53209500,Cookies and brownies
53210000,Cookies and brownies
53210900,Cookies and brownies
53211000,Cookies and brownies
53215500,Cookies and brownies
53220000,Cookies and brownies
53220030,Cookies and brownies
53222010,Cookies and brownies
53222020,Cookies and brownies
53223000,Cookies and brownies
53223100,Cookies and brownies
53224000,Cookies and brownies
53224250,Cookies and brownies
53225000,Cookies and brownies
53226000,Cookies and brownies
53226500,Cookies and brownies
53226550,Cookies and brownies
53226600,Cookies and brownies
53228000,Cookies and brownies
53230000,Cookies and brownies
53231000,Cookies and brownies
53231400,Cookies and brownies
53233000,Cookies and brownies
53233010,Cookies and brownies
53233040,Cookies and brownies
53233050,Cookies and brownies
53233060,Cookies and brownies
53233080,Cookies and brownies
53233100,Cookies and brownies
53234000,Cookies and brownies
53234100,Cookies and brownies
53234250,Cookies and brownies
53235000,Cookies and brownies
53235500,Cookies and brownies
53235600,Cookies and brownies
53236000,Cookies and brownies
53236100,Cookies and brownies
53237000,Cookies and brownies
53237010,Cookies and brownies
53237500,Cookies and brownies
53238000,Cookies and brownies
53239000,Cookies and brownies
53239010,Cookies and brownies
53239050,Cookies and brownies
53239100,Cookies and brownies
53240000,Cookies and brownies
53240010,Cookies and brownies
53241500,Cookies and brownies
53241510,Cookies and brownies
53241600,Cookies and brownies
53242000,Cookies and brownies
53242500,Cookies and brownies
53243000,Cookies and brownies
53243010,Cookies and brownies
53243050,Cookies and brownies
53244010,Cookies and brownies
53244020,Cookies and brownies
53246000,Cookies and brownies
53247000,Cookies and brownies
53247050,Cookies and brownies
53247500,Cookies and brownies
53251100,Cookies and brownies
53260030,Cookies and brownies
53260200,Cookies and brownies
53260300,Cookies and brownies
53260400,Cookies and brownies
53260500,Cookies and brownies
53260600,Cookies and brownies
53261000,Cookies and brownies
53270100,Cookies and brownies
53300100,Cakes and pies
53300200,Cakes and pies
53301000,Cakes and pies
53301070,Cakes and pies
53303500,Cakes and pies
53304000,Cakes and pies
53305000,Cakes and pies
53305700,Cakes and pies
53305800,Cakes and pies
53307000,Cakes and pies
53312000,Cakes and pies
53341000,Cakes and pies
53342000,Cakes and pies
53343000,Cakes and pies
53344000,Cakes and pies
53344300,Cakes and pies
53346000,Cakes and pies
53346500,Cakes and pies
53347000,Cakes and pies
53360000,Cakes and pies
53365000,Cakes and pies
53381000,Cakes and pies
53385000,Cakes and pies
53385500,Cakes and pies
53391000,Cakes and pies
53391100,Cakes and pies
53410100,Cakes and pies
53410300,Cakes and pies
53410500,Cakes and pies
53410800,Cakes and pies
53415100,Cakes and pies
53415110,"Doughnuts, sweet rolls, pastries"
53415120,"Doughnuts, sweet rolls, pastries"
53415300,Cakes and pies
53415400,Cakes and pies
53415500,Cakes and pies
53420000,"Doughnuts, sweet rolls, pastries"
53420100,"Doughnuts, sweet rolls, pastries"
53420200,"Doughnuts, sweet rolls, pastries"
53420210,"Doughnuts, sweet rolls, pastries"
53420250,"Doughnuts, sweet rolls, pastries"
53420400,"Doughnuts, sweet rolls, pastries"
53420410,"Doughnuts, sweet rolls, pastries"
53430100,"Pancakes, waffles, French toast"
53430200,"Pancakes, waffles, French toast"
53430700,"Doughnuts, sweet rolls, pastries"
53440000,Cakes and pies
53440300,Cakes and pies
53440500,Cakes and pies
53440600,Cakes and pies
53440700,Cakes and pies
53441110,Cakes and pies
53441210,Cakes and pies
53450000,Cakes and pies
53452100,"Doughnuts, sweet rolls, pastries"
53452120,"Doughnuts, sweet rolls, pastries"
53452130,"Doughnuts, sweet rolls, pastries"
53452150,"Doughnuts, sweet rolls, pastries"
53452170,"Doughnuts, sweet rolls, pastries"
53452200,"Doughnuts, sweet rolls, pastries"
53452400,"Doughnuts, sweet rolls, pastries"
53452420,"Doughnuts, sweet rolls, pastries"
53452450,"Doughnuts, sweet rolls, pastries"
53452500,"Doughnuts, sweet rolls, pastries"
53453150,Cakes and pies
53500100,"Doughnuts, sweet rolls, pastries"
53510000,"Doughnuts, sweet rolls, pastries"
53510100,"Doughnuts, sweet rolls, pastries"
53511000,"Doughnuts, sweet rolls, pastries"
53520000,"Doughnuts, sweet rolls, pastries"
53520100,"Doughnuts, sweet rolls, pastries"
53520120,"Doughnuts, sweet rolls, pastries"
53520130,"Doughnuts, sweet rolls, pastries"
53520135,"Doughnuts, sweet rolls, pastries"
53520140,"Doughnuts, sweet rolls, pastries"
53520160,"Doughnuts, sweet rolls, pastries"
53520170,"Doughnuts, sweet rolls, pastries"
53520200,"Doughnuts, sweet rolls, pastries"
53520510,"Doughnuts, sweet rolls, pastries"
53521110,"Doughnuts, sweet rolls, pastries"
53521130,"Doughnuts, sweet rolls, pastries"
53521140,"Doughnuts, sweet rolls, pastries"
53521210,"Doughnuts, sweet rolls, pastries"
53521230,"Doughnuts, sweet rolls, pastries"
53530000,"Doughnuts, sweet rolls, pastries"
53530010,"Doughnuts, sweet rolls, pastries"
53610100,"Doughnuts, sweet rolls, pastries"
53610170,"Doughnuts, sweet rolls, pastries"
53610200,"Doughnuts, sweet rolls, pastries"
53710400,Cereal bars
53710500,Cereal bars
53710502,Cereal bars
53710504,Cereal bars
53710600,Cereal bars
53710700,Cereal bars
53710800,Nutrition bars
53710802,Nutrition bars
53710810,Cereal bars
53710900,Cereal bars
53710902,Cereal bars
53710904,Cereal bars
53710906,Cereal bars
53711000,Cereal bars
53711002,Cereal bars
53711004,Cereal bars
53711006,Cereal bars
53711100,Cereal bars
53712000,Cereal bars
53712100,Cereal bars
53712200,Cereal bars
53712210,Cereal bars
53713000,Cereal bars
53713010,Cereal bars
53713100,Cereal bars
53714200,Cereal bars
53714210,Cereal bars
53714220,Cereal bars
53714230,Cereal bars
53714250,Cereal bars
53714300,Cereal bars
53714400,Cereal bars
53714500,Cereal bars
53714510,Cereal bars
53714520,Cereal bars
53720100,Nutrition bars
53720200,Nutrition bars
53720210,Nutrition bars
53720300,Nutrition bars
53720400,Nutrition bars
53720500,Nutrition bars
53720600,Nutrition bars
53720610,Nutrition bars
53720700,Nutrition bars
53720800,Nutrition bars
53729000,Nutrition bars
53800000,Baby food: snacks and sweets
53801000,Baby food: snacks and sweets
53803100,Baby food: snacks and sweets
53803300,Baby food: snacks and sweets
54001000,"Crackers, excludes saltines"
54102010,Cookies and brownies
54102015,Cookies and brownies
54102020,Cookies and brownies
54102050,"Crackers, excludes saltines"
54102060,Cookies and brownies
54102100,Cookies and brownies
54102200,Cookies and brownies
54103000,"Crackers, excludes saltines"
54200100,"Crackers, excludes saltines"
54201010,"Crackers, excludes saltines"
54202020,Saltine crackers
54204020,"Crackers, excludes saltines"
54204030,"Crackers, excludes saltines"
54301010,"Crackers, excludes saltines"
54301020,"Crackers, excludes saltines"
54301030,"Crackers, excludes saltines"
54301100,"Crackers, excludes saltines"
54304000,"Crackers, excludes saltines"
54304005,"Crackers, excludes saltines"
54304020,"Crackers, excludes saltines"
54304100,"Crackers, excludes saltines"
54304110,"Crackers, excludes saltines"
54304150,"Crackers, excludes saltines"
54305010,"Crackers, excludes saltines"
54305020,"Crackers, excludes saltines"
54307000,"Crackers, excludes saltines"
54308000,"Crackers, excludes saltines"
54313000,Saltine crackers
54318000,"Tortilla, corn, other chips"
54318500,"Crackers, excludes saltines"
54319000,"Crackers, excludes saltines"
54319005,"Crackers, excludes saltines"
54319020,"Crackers, excludes saltines"
54319500,"Crackers, excludes saltines"
54325000,Saltine crackers
54325010,Saltine crackers
54325060,Saltine crackers
54326000,"Crackers, excludes saltines"
54328000,"Crackers, excludes saltines"
54328100,"Crackers, excludes saltines"
54328105,"Crackers, excludes saltines"
54328110,"Crackers, excludes saltines"
54328120,"Crackers, excludes saltines"
54328200,"Crackers, excludes saltines"
54328210,"Crackers, excludes saltines"
54336000,"Crackers, excludes saltines"
54336100,"Crackers, excludes saltines"
54337010,"Crackers, excludes saltines"
54337020,"Crackers, excludes saltines"
54337030,"Crackers, excludes saltines"
54337060,"Crackers, excludes saltines"
